"hive_id","user_id"
"1103","8562"
"2427","8418"
"2037","8497"
"614","8333"
"96","8509"
"1767","10"
"726","8265"
"955","8404"
"2","8418"
"537","8392"
"1670","8265"
"388","8995"
"349","8995"
"1603","8711"
"1111","8396"
"357","8995"
"1756","8617"
"1690","8412"
"2422","8418"
"2497","8764"
"1725","8418"
"1510","8412"
"663","8346"
"968","8525"
"379","8995"
"1862","8412"
"531","8320"
"255","10"
"1499","8685"
"284","10"
"1398","8418"
"1453","8509"
"384","8995"
"2249","8418"
"1137","8636"
"2443","8418"
"1722","8418"
"711","8374"
"2462","8995"
"1954","8497"
"1068","8335"
"346","8995"
"2351","8995"
"333","8995"
"297","10"
"1553","8412"
"1661","8372"
"81","8509"
"2023","8497"
"588","8380"
"1641","8577"
"1909","8497"
"975","10"
"441","8351"
"2238","8418"
"1224","8372"
"83","8509"
"1474","8509"
"517","8316"
"1070","8412"
"2256","8697"
"1914","8497"
"2456","8995"
"1887","8497"
"1014","8361"
"2329","8418"
"1525","8459"
"1462","8509"
"2075","8756"
"2042","8497"
"201","8325"
"2494","8764"
"882","8354"
"328","8995"
"510","8302"
"317","10"
"679","8407"
"1965","8412"
"71","8943"
"2069","8756"
"1104","8562"
"709","8374"
"1278","8541"
"982","8541"
"136","8380"
"734","8383"
"1530","8459"
"85","8509"
"2470","8995"
"2172","8478"
"1853","8896"
"1352","8711"
"1245","8418"
"514","8324"
"1006","8404"
"1322","8509"
"1651","8372"
"1982","8497"
"1637","8711"
"126","8435"
"127","8435"
"1421","8418"
"489","8408"
"1135","8636"
"367","8995"
"262","10"
"438","8351"
"1780","8764"
"46","8712"
"922","8995"
"309","10"
"780","8358"
"2157","8896"
"2301","8418"
"2073","8756"
"1290","8541"
"2036","8497"
"598","8346"
"1964","8412"
"108","8509"
"294","10"
"476","8393"
"1502","8685"
"450","8404"
"1572","8711"
"1534","8943"
"721","8265"
"1377","8418"
"1536","8943"
"2132","8497"
"1921","8497"
"2221","8418"
"113","8509"
"1424","8418"
"1182","8418"
"1863","8497"
"769","8373"
"1906","8497"
"2342","8995"
"1654","8372"
"209","8325"
"1335","8509"
"557","8392"
"2465","8995"
"1464","8509"
"1873","8497"
"1151","10"
"2024","8497"
"1657","8372"
"1518","8412"
"1857","8896"
"179","8400"
"143","8431"
"1770","8617"
"1686","8412"
"1357","8711"
"265","10"
"1432","8509"
"1073","8412"
"1737","8418"
"248","10"
"1134","8636"
"1217","8372"
"1515","8412"
"1343","8509"
"2341","8995"
"651","8346"
"300","10"
"1218","8372"
"187","8400"
"751","8372"
"893","8412"
"2343","8995"
"2058","8497"
"1214","8372"
"731","8383"
"1067","8335"
"435","8351"
"1258","8373"
"1141","10"
"2187","8412"
"2302","8418"
"697","8387"
"1236","8638"
"1371","8418"
"2174","8961"
"1504","8685"
"2385","8418"
"200","8325"
"674","8340"
"794","8422"
"1908","8497"
"522","8361"
"1012","8515"
"271","10"
"2367","9128"
"120","8509"
"2267","8459"
"1698","8418"
"172","8400"
"45","10"
"724","8265"
"1269","8541"
"612","8346"
"824","8409"
"1032","8553"
"316","10"
"556","8392"
"529","8320"
"386","8995"
"397","8995"
"1463","8509"
"1079","8412"
"615","8346"
"1944","8497"
"375","8995"
"1526","8459"
"446","8404"
"1363","8418"
"498","8408"
"914","8300"
"1159","8418"
"1583","8702"
"814","8409"
"2486","8995"
"1242","8418"
"2181","8992"
"319","10"
"1951","8497"
"1847","8896"
"2396","8418"
"1250","8418"
"1913","8497"
"1784","8764"
"464","8300"
"1299","8668"
"2482","8995"
"1433","8509"
"742","8372"
"829","8414"
"1445","8509"
"2063","8497"
"29","8418"
"1287","8541"
"383","8995"
"648","8346"
"647","8346"
"594","8308"
"385","8995"
"100","8509"
"835","8385"
"1757","8617"
"1308","8418"
"217","8343"
"1273","8541"
